TimeGenerated [UTC],ClientIp,HttpMethod,RequestUri,UserAgent,HttpStatus,HttpVersion,ReceivedBytes,SentBytes,ClientResponseTime,SslProtocol,OriginalRequestUriWithArgs
"1/29/2026, 5:05:47.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:05:47.000 AM",20.249.183.75,GET,/main/main_mir.asp,Blackbox Exporter/0.24.0,200,HTTP/1.1,120,43874,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:48.000 AM",219.251.72.134,POST,/sitelib/set_curpagelog.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1934,687,0,TLSv1.3,/sitelib/set_curpagelog.asp
"1/29/2026, 5:05:48.000 AM",60.211.208.9,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:48.000 AM",219.251.72.134,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1721,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:05:48.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:05:48.000 AM",120.242.23.238,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,703,1944,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:05:48.000 AM",219.251.72.134,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1294,7932,0,TLSv1.3,/
"1/29/2026, 5:05:48.000 AM",222.98.150.234,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,200,HTTP/1.1,176,1138,0,TLSv1.2,/event/banner/mir2/popup
"1/29/2026, 5:05:49.000 AM",219.251.72.134,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1838,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:05:49.000 AM",219.251.72.134,GET,/login/security.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1158,1134,0,TLSv1.3,/login/security.js
"1/29/2026, 5:05:49.000 AM",20.249.183.75,GET,/comm/echo/getMessage,Blackbox Exporter/0.24.0,200,HTTP/1.1,131,1002,0,TLSv1.3,/comm/echo/getMessage
"1/29/2026, 5:05:49.000 AM",219.251.72.134,GET,/main/main.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1770,532,0,TLSv1.3,/main/main.asp
"1/29/2026, 5:05:49.000 AM",219.251.72.134,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",500,HTTP/1.1,1676,219,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/memsec/otp/otpToUse,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2987,911,0,TLSv1.3,/memsec/otp/otpToUse
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/auth/signin/onestopRedirect,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2949,826,0,TLSv1.3,/auth/signin/onestopRedirect
"1/29/2026, 5:05:49.000 AM",211.224.220.158,GET,/main,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2393,11914,0,TLSv1.3,/main
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/auth/signin/login,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,1829,2368,0,TLSv1.3,/auth/signin/login
"1/29/2026, 5:05:49.000 AM",219.251.72.134,POST,/sitelib/set_curpagelog.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1974,687,0,TLSv1.3,/sitelib/set_curpagelog.asp
"1/29/2026, 5:05:49.000 AM",115.144.103.238,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",200,HTTP/1.1,880,15308,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/memsec/hwan/getSecurity,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2946,899,0,TLSv1.3,/memsec/hwan/getSecurity
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/memsec/hwan/getMirHwanTotal,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2995,859,0,TLSv1.3,/memsec/hwan/getMirHwanTotal
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/bbs/qna/recentCount,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2942,886,0,TLSv1.3,/bbs/qna/recentCount
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/auth/signin/captcha/check,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,1432,821,0,TLSv1.3,/auth/signin/captcha/check
"1/29/2026, 5:05:49.000 AM",219.251.72.134,GET,/main/main_mir.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1787,43369,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:49.000 AM",211.224.220.158,POST,/memsec/mng/id/info,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2986,1237,0,TLSv1.3,/memsec/mng/id/info
"1/29/2026, 5:05:50.000 AM",211.224.220.158,POST,/pagelogging/log,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2442,455,0,TLSv1.3,/pagelogging/log
"1/29/2026, 5:05:50.000 AM",219.251.72.134,GET,/main/main_mir.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1725,43184,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:50.000 AM",61.38.42.234,GET,/bbs/list/mir2screen,python-requests/2.25.1,200,HTTP/1.1,169,5764,0,TLSv1.3,/bbs/list/mir2screen
"1/29/2026, 5:05:50.000 AM",59.9.122.116,POST,/sitelib/set_curpagelog.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1959,687,0,TLSv1.3,/sitelib/set_curpagelog.asp
"1/29/2026, 5:05:50.000 AM",59.9.122.116,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1841,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:05:50.000 AM",59.9.122.116,GET,/main/main_mir.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1728,43424,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:50.000 AM",59.9.122.116,GET,/login/security.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1050,1134,0,TLSv1.3,/login/security.js
"1/29/2026, 5:05:50.000 AM",61.38.42.234,GET,/community/com_sshot_list.asp,python-requests/2.25.1,200,HTTP/1.1,179,63329,0,TLSv1.3,/community/com_sshot_list.asp
"1/29/2026, 5:05:50.000 AM",59.9.122.116,GET,/main/main_mir.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1464,43736,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:51.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:51.000 AM",219.251.72.134,GET,/news/news_notice_view.asp?s=3cecc5303cf3cfc13cf3cfc13d2519b83d170496&f=3cf3cfc13d2519b83d1e0f273d08ef74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1878,71976,0,TLSv1.3,/news/news_notice_view.asp?s=3cecc5303cf3cfc13cf3cfc13d2519b83d170496&f=3cf3cfc13d2519b83d1e0f273d08ef74
"1/29/2026, 5:05:51.000 AM",54.180.11.176,GET,/main/main_mir.asp,WhaTap URL Monitoring Agent,403,HTTP/1.1,211,1944,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:51.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:51.000 AM",219.251.72.134,GET,/news/news_notice_view.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",301,HTTP/1.1,1577,528,0,,/news/news_notice_view.asp?s=3cecc5303cf3cfc13cf3cfc13d2519b83d170496&f=3cf3cfc13d2519b83d1e0f273d08ef74
"1/29/2026, 5:05:51.000 AM",154.3.39.171,GET,/auth/captcha?server=100&charId=4688&gameCode=2&key=3e1e55ac2be24d448459e2be8988a60d&ts=1769663150,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,833,3619,0,TLSv1.3,/auth/captcha?server=100&charId=4688&gameCode=2&key=3e1e55ac2be24d448459e2be8988a60d&ts=1769663150
"1/29/2026, 5:05:51.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,301,HTTP/1.1,245,425,0,,/
"1/29/2026, 5:05:51.000 AM",112.195.177.179,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:51.000 AM",42.49.111.199,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:51.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:52.000 AM",112.195.177.112,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:52.000 AM",112.111.28.106,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:52.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:52.000 AM",120.242.25.132,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:05:52.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:52.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,301,HTTP/1.1,245,425,0,,/
"1/29/2026, 5:05:52.000 AM",219.251.72.134,POST,/sitelib/set_curpagelog.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,2092,687,0,TLSv1.3,/sitelib/set_curpagelog.asp
"1/29/2026, 5:05:52.000 AM",219.251.72.134,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57",200,HTTP/1.1,1990,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:05:52.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:52.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,301,HTTP/1.1,244,425,0,,/
"1/29/2026, 5:05:52.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:05:52.000 AM",211.201.93.32,POST,/community/com_free_view.asp?p=3cf3cfc1&s=3d01e4e33cecc5303cfada523d2519b83d170496&f=3d01e4e33d01e4e33d1704963d08ef743d08ef74&m=3cf3cfc1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,7022,81408,0,TLSv1.3,/community/com_free_view.asp?p=3cf3cfc1&s=3d01e4e33cecc5303cfada523d2519b83d170496&f=3d01e4e33d01e4e33d1704963d08ef743d08ef74&m=3cf3cfc1
"1/29/2026, 5:05:53.000 AM",211.201.93.32,POST,/sitelib/get_board_comment_list.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,6785,475,0,TLSv1.3,/sitelib/get_board_comment_list.asp
"1/29/2026, 5:05:53.000 AM",120.242.25.132,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:05:53.000 AM",20.249.183.75,GET,/,Blackbox Exporter/0.24.0,200,HTTP/1.1,103,823,0,TLSv1.3,/
"1/29/2026, 5:05:53.000 AM",211.201.93.32,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,6754,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:05:53.000 AM",211.201.93.32,POST,/sitelib/set_curpagelog.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,6914,687,0,TLSv1.3,/sitelib/set_curpagelog.asp
"1/29/2026, 5:05:53.000 AM",20.249.183.75,GET,/,Blackbox Exporter/0.24.0,200,HTTP/1.1,102,621,0,TLSv1.3,/
"1/29/2026, 5:05:54.000 AM",219.248.152.225,POST,/sitelib/set_curpagelog.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,4013,687,0,TLSv1.3,/sitelib/set_curpagelog.asp
"1/29/2026, 5:05:54.000 AM",219.248.152.225,GET,/login/security.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,794,1134,0,TLSv1.3,/login/security.js
"1/29/2026, 5:05:54.000 AM",219.248.152.225,GET,/main/main_mir.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,3872,43473,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:54.000 AM",219.248.152.225,GET,/main/main.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,3855,532,0,TLSv1.3,/main/main.asp
"1/29/2026, 5:05:54.000 AM",20.249.183.75,GET,/comm/echo/getMessage,Blackbox Exporter/0.24.0,200,HTTP/1.1,131,1002,0,TLSv1.3,/comm/echo/getMessage
"1/29/2026, 5:05:54.000 AM",211.224.220.158,GET,/auth/signin/mirRedirect?gameCode=2&returnUrl=/support/faq,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",302,HTTP/1.1,2527,1533,0,TLSv1.3,/auth/signin/mirRedirect?gameCode=2&returnUrl=/support/faq
"1/29/2026, 5:05:54.000 AM",219.248.152.225,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",500,HTTP/1.1,3761,219,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:05:54.000 AM",116.148.201.48,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:54.000 AM",219.248.152.225,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,3432,7856,0,TLSv1.3,/
"1/29/2026, 5:05:54.000 AM",14.47.249.202,GET,/auth/captcha?server=100&charId=11479&gameCode=2&key=2944519772baba4e3d45856b31036c77&ts=1769663149,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",200,HTTP/1.1,791,3623,0,TLSv1.3,/auth/captcha?server=100&charId=11479&gameCode=2&key=2944519772baba4e3d45856b31036c77&ts=1769663149
"1/29/2026, 5:05:54.000 AM",139.214.192.21,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:05:54.000 AM",219.248.152.225,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,3839,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:05:54.000 AM",20.249.183.75,GET,/auth/actuator/health,Blackbox Exporter/0.24.0,200,HTTP/1.1,131,1016,0,TLSv1.3,/auth/actuator/health
"1/29/2026, 5:05:55.000 AM",116.46.68.249,GET,/notice/client_frm_brdlist_ad_new.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1132,10354,0,TLSv1.3,/notice/client_frm_brdlist_ad_new.asp
"1/29/2026, 5:05:55.000 AM",211.224.220.158,GET,/assets/FAQ-B9gpTfyR.js,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2312,6255,0,TLSv1.3,/assets/FAQ-B9gpTfyR.js
"1/29/2026, 5:05:55.000 AM",211.224.220.158,GET,/assets/FAQ-C7_ghQ1p.css,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2386,803,0,TLSv1.3,/assets/FAQ-C7_ghQ1p.css
"1/29/2026, 5:05:55.000 AM",211.224.220.158,GET,/assets/M_FAQ-2d5bdsBg.css,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2388,306,0,TLSv1.3,/assets/M_FAQ-2d5bdsBg.css
"1/29/2026, 5:05:55.000 AM",219.248.152.225,GET,/main/main_mir.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,3810,43384,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:05:55.000 AM",211.224.220.158,GET,/support/faq,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2481,2310,0,TLSv1.3,/support/faq
"1/29/2026, 5:05:55.000 AM",211.224.220.158,GET,/assets/M_FAQ-Bpc5umrp.js,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2314,6164,0,TLSv1.3,/assets/M_FAQ-Bpc5umrp.js
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/bbs/qna/recentCount,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,3011,800,0,TLSv1.3,/bbs/qna/recentCount
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/memsec/hwan/getMirHwanTotal,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,3019,859,0,TLSv1.3,/memsec/hwan/getMirHwanTotal
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/memsec/otp/otpToUse,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,3011,911,0,TLSv1.3,/memsec/otp/otpToUse
"1/29/2026, 5:05:55.000 AM",61.38.42.234,GET,/bbs/list/mir2free,python-requests/2.25.1,200,HTTP/1.1,167,6019,0,TLSv1.3,/bbs/list/mir2free
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/bbs/faq/list,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,3029,2091953,0.161,TLSv1.3,/bbs/faq/list
"1/29/2026, 5:05:55.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/memsec/hwan/getSecurity,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,3015,810,0,TLSv1.3,/memsec/hwan/getSecurity
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/bbs/faq/category/list,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,2992,1032,0,TLSv1.3,/bbs/faq/category/list
"1/29/2026, 5:05:55.000 AM",211.224.220.158,POST,/memsec/mng/id/info,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,3010,1237,0,TLSv1.3,/memsec/mng/id/info
"1/29/2026, 5:05:55.000 AM",116.46.68.249,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1523,214,0,TLSv1.3,/sitelib/session_refresh.asp
